Reaction ID,Transcript abundance,Subsystem,Stoichiometry,Lower bound,Upper bound,RegrEx (no hexose uptake),FVA_min (no hexose uptake),FVA_max (no hexose uptake),Parsimonious (no hexose uptake),RegrEx (hexose uptake),Parsimonious (hexose uptake)
DADPKIN_RXN_p_SE_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_SE_d + 0.79 DADP_p_SE_d + 0.1 PROTON_p_SE_d + 0.1 aATP_p_SE_d + 0.21 aDADP_p_SE_d --> 0.8 ADP_p_SE_d + 0.79 DATP_p_SE_d + 0.2 aADP_p_SE_d + 0.21 aDATP_p_SE_d,0,50,0,0,0,0,0,0
DADPKIN_RXN_p_SE_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_SE_l + 0.79 DADP_p_SE_l + 0.1 PROTON_p_SE_l + 0.1 aATP_p_SE_l + 0.21 aDADP_p_SE_l --> 0.8 ADP_p_SE_l + 0.79 DATP_p_SE_l + 0.2 aADP_p_SE_l + 0.21 aDATP_p_SE_l,0,50,0,0,0,0,0,0
DAHPSYN_RXN_p_CC_d,,chorismatebiosynthesis,ERYTHROSE_4P_p_CC_d + PHOSPHO_ENOL_PYRUVATE_p_CC_d + WATER_p_CC_d --> 3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p_CC_d + Pi_p_CC_d,0,10,0,0,-1.35E-11,0,0,0
DAHPSYN_RXN_p_MC_d,,chorismatebiosynthesis,ERYTHROSE_4P_p_MC_d + PHOSPHO_ENOL_PYRUVATE_p_MC_d + WATER_p_MC_d --> 3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p_MC_d + Pi_p_MC_d,0,1000,0,0,-4.58E-11,0,0,0
DAHPSYN_RXN_p_pSE_l,0.023328679,chorismatebiosynthesis,ERYTHROSE_4P_p_pSE_l + PHOSPHO_ENOL_PYRUVATE_p_pSE_l + WATER_p_pSE_l --> 3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p_pSE_l + Pi_p_pSE_l,0,60,0,0,-1.51E-11,0.000579401,0,0.00038074
DAHPSYN_RXN_p_SE_d,,chorismatebiosynthesis,ERYTHROSE_4P_p_SE_d + PHOSPHO_ENOL_PYRUVATE_p_SE_d + WATER_p_SE_d --> 3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p_SE_d + Pi_p_SE_d,0,50,0,0,-3.98E-11,6.69E-05,0,0
DAHPSYN_RXN_p_SE_l,0.023328679,chorismatebiosynthesis,ERYTHROSE_4P_p_SE_l + PHOSPHO_ENOL_PYRUVATE_p_SE_l + WATER_p_SE_l --> 3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p_SE_l + Pi_p_SE_l,0,50,0,0,0.000121228,0,0,0
DCDPKIN_RXN_p_CC_d,,NA,0.9 ATP_p_CC_d + 0.79 DCDP_p_CC_d + 0.1 PROTON_p_CC_d + 0.1 aATP_p_CC_d + 0.21 aDCDP_p_CC_d --> 0.8 ADP_p_CC_d + 0.79 DCTP_p_CC_d + 0.2 aADP_p_CC_d + 0.21 aDCTP_p_CC_d,0,10,0,0,0,0,0,0
DCDPKIN_RXN_p_CC_l,,NA,0.9 ATP_p_CC_l + 0.79 DCDP_p_CC_l + 0.1 PROTON_p_CC_l + 0.1 aATP_p_CC_l + 0.21 aDCDP_p_CC_l --> 0.8 ADP_p_CC_l + 0.79 DCTP_p_CC_l + 0.2 aADP_p_CC_l + 0.21 aDCTP_p_CC_l,0,10,0,0,0,0,0,0
DCDPKIN_RXN_p_MC_d,,NA,0.9 ATP_p_MC_d + 0.79 DCDP_p_MC_d + 0.1 PROTON_p_MC_d + 0.1 aATP_p_MC_d + 0.21 aDCDP_p_MC_d --> 0.8 ADP_p_MC_d + 0.79 DCTP_p_MC_d + 0.2 aADP_p_MC_d + 0.21 aDCTP_p_MC_d,0,1000,0,0,0,0,0,0
DCDPKIN_RXN_p_MC_l,0.373725306,NA,0.9 ATP_p_MC_l + 0.79 DCDP_p_MC_l + 0.1 PROTON_p_MC_l + 0.1 aATP_p_MC_l + 0.21 aDCDP_p_MC_l --> 0.8 ADP_p_MC_l + 0.79 DCTP_p_MC_l + 0.2 aADP_p_MC_l + 0.21 aDCTP_p_MC_l,0,1000,0,0,0,0,0,0
DCDPKIN_RXN_p_pSE_d,,NA,0.9 ATP_p_pSE_d + 0.79 DCDP_p_pSE_d + 0.1 PROTON_p_pSE_d + 0.1 aATP_p_pSE_d + 0.21 aDCDP_p_pSE_d --> 0.8 ADP_p_pSE_d + 0.79 DCTP_p_pSE_d + 0.2 aADP_p_pSE_d + 0.21 aDCTP_p_pSE_d,0,60,0,0,0,0,0,0
DCDPKIN_RXN_p_pSE_l,,NA,0.9 ATP_p_pSE_l + 0.79 DCDP_p_pSE_l + 0.1 PROTON_p_pSE_l + 0.1 aATP_p_pSE_l + 0.21 aDCDP_p_pSE_l --> 0.8 ADP_p_pSE_l + 0.79 DCTP_p_pSE_l + 0.2 aADP_p_pSE_l + 0.21 aDCTP_p_pSE_l,0,60,0,0,0,0,0,0
DCDPKIN_RXN_p_SE_d,,NA,0.9 ATP_p_SE_d + 0.79 DCDP_p_SE_d + 0.1 PROTON_p_SE_d + 0.1 aATP_p_SE_d + 0.21 aDCDP_p_SE_d --> 0.8 ADP_p_SE_d + 0.79 DCTP_p_SE_d + 0.2 aADP_p_SE_d + 0.21 aDCTP_p_SE_d,0,50,0,0,0,0,0,0
DCDPKIN_RXN_p_SE_l,,NA,0.9 ATP_p_SE_l + 0.79 DCDP_p_SE_l + 0.1 PROTON_p_SE_l + 0.1 aATP_p_SE_l + 0.21 aDCDP_p_SE_l --> 0.8 ADP_p_SE_l + 0.79 DCTP_p_SE_l + 0.2 aADP_p_SE_l + 0.21 aDCTP_p_SE_l,0,50,0,0,0,0,0,0
DELTA3_ISOPENTENYL_PP_c_CC_SE_d,,,DELTA3_ISOPENTENYL_PP_c_CC_d <=> DELTA3_ISOPENTENYL_PP_c_SE_d,-10,10,0,0,0,0,0,0
DELTA3_ISOPENTENYL_PP_c_CC_SE_l,,,DELTA3_ISOPENTENYL_PP_c_CC_l <=> DELTA3_ISOPENTENYL_PP_c_SE_l,-10,10,0,0,0,0,0,0
DELTA3_ISOPENTENYL_PP_c_SE_pSE_d,,,DELTA3_ISOPENTENYL_PP_c_SE_d --> DELTA3_ISOPENTENYL_PP_c_pSE_d,0,50,0,0,0,0,0,0
DELTA3_ISOPENTENYL_PP_c_SE_pSE_l,,,DELTA3_ISOPENTENYL_PP_c_SE_l --> DELTA3_ISOPENTENYL_PP_c_pSE_l,0,50,0,9.66E-12,0,0,0,0
DGDPKIN_RXN_p_CC_d,,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_CC_d + 0.5 DGDP_p_CC_d + 0.1 PROTON_p_CC_d + 0.1 aATP_p_CC_d + 0.1 aDGDP_p_CC_d + 0.4 bDGDP_p_CC_d --> 0.8 ADP_p_CC_d + 0.5 DGTP_p_CC_d + 0.2 aADP_p_CC_d + 0.1 aDGTP_p_CC_d + 0.4 bDGTP_p_CC_d,0,10,0,0,0,0,0,0
DGDPKIN_RXN_p_CC_l,0.028559793,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_CC_l + 0.5 DGDP_p_CC_l + 0.1 PROTON_p_CC_l + 0.1 aATP_p_CC_l + 0.1 aDGDP_p_CC_l + 0.4 bDGDP_p_CC_l --> 0.8 ADP_p_CC_l + 0.5 DGTP_p_CC_l + 0.2 aADP_p_CC_l + 0.1 aDGTP_p_CC_l + 0.4 bDGTP_p_CC_l,0,10,0,0,0,0,0,0
DGDPKIN_RXN_p_MC_d,,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_MC_d + 0.5 DGDP_p_MC_d + 0.1 PROTON_p_MC_d + 0.1 aATP_p_MC_d + 0.1 aDGDP_p_MC_d + 0.4 bDGDP_p_MC_d --> 0.8 ADP_p_MC_d + 0.5 DGTP_p_MC_d + 0.2 aADP_p_MC_d + 0.1 aDGTP_p_MC_d + 0.4 bDGTP_p_MC_d,0,1000,0,0,0,0,0,0
DGDPKIN_RXN_p_MC_l,0.571195866,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_MC_l + 0.5 DGDP_p_MC_l + 0.1 PROTON_p_MC_l + 0.1 aATP_p_MC_l + 0.1 aDGDP_p_MC_l + 0.4 bDGDP_p_MC_l --> 0.8 ADP_p_MC_l + 0.5 DGTP_p_MC_l + 0.2 aADP_p_MC_l + 0.1 aDGTP_p_MC_l + 0.4 bDGTP_p_MC_l,0,1000,0,0,0,0,0,0
DGDPKIN_RXN_p_pSE_d,,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_pSE_d + 0.5 DGDP_p_pSE_d + 0.1 PROTON_p_pSE_d + 0.1 aATP_p_pSE_d + 0.1 aDGDP_p_pSE_d + 0.4 bDGDP_p_pSE_d --> 0.8 ADP_p_pSE_d + 0.5 DGTP_p_pSE_d + 0.2 aADP_p_pSE_d + 0.1 aDGTP_p_pSE_d + 0.4 bDGTP_p_pSE_d,0,60,0,0,0,0,0,0
DGDPKIN_RXN_p_pSE_l,0.028559793,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_pSE_l + 0.5 DGDP_p_pSE_l + 0.1 PROTON_p_pSE_l + 0.1 aATP_p_pSE_l + 0.1 aDGDP_p_pSE_l + 0.4 bDGDP_p_pSE_l --> 0.8 ADP_p_pSE_l + 0.5 DGTP_p_pSE_l + 0.2 aADP_p_pSE_l + 0.1 aDGTP_p_pSE_l + 0.4 bDGTP_p_pSE_l,0,60,0,0,0,0,0,0
DGDPKIN_RXN_p_SE_d,,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_SE_d + 0.5 DGDP_p_SE_d + 0.1 PROTON_p_SE_d + 0.1 aATP_p_SE_d + 0.1 aDGDP_p_SE_d + 0.4 bDGDP_p_SE_d --> 0.8 ADP_p_SE_d + 0.5 DGTP_p_SE_d + 0.2 aADP_p_SE_d + 0.1 aDGTP_p_SE_d + 0.4 bDGTP_p_SE_d,0,50,0,0,0,0,0,0
DGDPKIN_RXN_p_SE_l,0.028559793,guanosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 ATP_p_SE_l + 0.5 DGDP_p_SE_l + 0.1 PROTON_p_SE_l + 0.1 aATP_p_SE_l + 0.1 aDGDP_p_SE_l + 0.4 bDGDP_p_SE_l --> 0.8 ADP_p_SE_l + 0.5 DGTP_p_SE_l + 0.2 aADP_p_SE_l + 0.1 aDGTP_p_SE_l + 0.4 bDGTP_p_SE_l,0,50,0,0,0,0,0,0
DHAP_3PGA_pc_CC_d,,,DIHYDROXY_ACETONE_PHOSPHATE_p_CC_d + G3P_c_CC_d <=> DIHYDROXY_ACETONE_PHOSPHATE_c_CC_d + G3P_p_CC_d,-10,10,0,-10,10,0,0,0
DHAP_3PGA_pc_MC_d,,,DIHYDROXY_ACETONE_PHOSPHATE_p_MC_d + G3P_c_MC_d <=> DIHYDROXY_ACETONE_PHOSPHATE_c_MC_d + G3P_p_MC_d,-1000,1000,0,-1000,1000,0,0,0
DHAP_3PGA_pc_MC_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_MC_l + G3P_c_MC_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_MC_l + G3P_p_MC_l,-1000,1000,0,-1000,1000,0.296780953,0.225532776,0
DHAP_3PGA_pc_pSE_d,,,DIHYDROXY_ACETONE_PHOSPHATE_p_pSE_d + G3P_c_pSE_d <=> DIHYDROXY_ACETONE_PHOSPHATE_c_pSE_d + G3P_p_pSE_d,-60,60,0,-60,60,0,0,0
DHAP_3PGA_pc_SE_d,,,DIHYDROXY_ACETONE_PHOSPHATE_p_SE_d + G3P_c_SE_d <=> DIHYDROXY_ACETONE_PHOSPHATE_c_SE_d + G3P_p_SE_d,-50,50,0,-50,50,0,0,0
DHAP_3PGA_pc_SE_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_SE_l + G3P_c_SE_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_SE_l + G3P_p_SE_l,-50,50,0,-50,50,0,0,0
DHAP_Pi_pc_CC_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_CC_l + 0.7 Pi_c_CC_l + 0.3 aPi_c_CC_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_CC_l + 0.3 PROTON_c_CC_l + Pi_p_CC_l,-10,10,0,-10,10,0,0.001139612,0
DHAP_Pi_pc_MC_d,,,DIHYDROXY_ACETONE_PHOSPHATE_p_MC_d + 0.7 Pi_c_MC_d + 0.3 aPi_c_MC_d <=> DIHYDROXY_ACETONE_PHOSPHATE_c_MC_d + 0.3 PROTON_c_MC_d + Pi_p_MC_d,-1000,1000,0,-1000,1000,0.079863539,0,0.078759185
DHAP_Pi_pc_pSE_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_pSE_l + 0.7 Pi_c_pSE_l + 0.3 aPi_c_pSE_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_pSE_l + 0.3 PROTON_c_pSE_l + Pi_p_pSE_l,-60,60,0,-60,60,0.026895239,0,0.082006542
DHAP_Pi_pc_SE_l,,,DIHYDROXY_ACETONE_PHOSPHATE_p_SE_l + 0.7 Pi_c_SE_l + 0.3 aPi_c_SE_l <=> DIHYDROXY_ACETONE_PHOSPHATE_c_SE_l + 0.3 PROTON_c_SE_l + Pi_p_SE_l,-50,50,0,-50,50,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_CC_d,,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_CC_d + Long_Chain_Acyl_CoAs_p_CC_d --> CO_A_p_CC_d + 4.0 PROTON_p_CC_d + Triacylglycerols_p_CC_d,0,10,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_CC_l,0.005257774,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_CC_l + Long_Chain_Acyl_CoAs_p_CC_l --> CO_A_p_CC_l + 4.0 PROTON_p_CC_l + Triacylglycerols_p_CC_l,0,10,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_MC_d,,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_MC_d + Long_Chain_Acyl_CoAs_p_MC_d --> CO_A_p_MC_d + 4.0 PROTON_p_MC_d + Triacylglycerols_p_MC_d,0,1000,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_MC_l,0.373725306,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_MC_l + Long_Chain_Acyl_CoAs_p_MC_l --> CO_A_p_MC_l + 4.0 PROTON_p_MC_l + Triacylglycerols_p_MC_l,0,1000,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_pSE_d,,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_pSE_d + Long_Chain_Acyl_CoAs_p_pSE_d --> CO_A_p_pSE_d + 4.0 PROTON_p_pSE_d + Triacylglycerols_p_pSE_d,0,60,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_pSE_l,0.005257774,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_pSE_l + Long_Chain_Acyl_CoAs_p_pSE_l --> CO_A_p_pSE_l + 4.0 PROTON_p_pSE_l + Triacylglycerols_p_pSE_l,0,60,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_SE_d,,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_SE_d + Long_Chain_Acyl_CoAs_p_SE_d --> CO_A_p_SE_d + 4.0 PROTON_p_SE_d + Triacylglycerols_p_SE_d,0,50,0,0,0,0,0,0
DIACYLGLYCEROL_O_ACYLTRANSFERASE_RXN_p_SE_l,0.005257774,Triacylglycerolbiosynthesis,DIACYLGLYCEROL_p_SE_l + Long_Chain_Acyl_CoAs_p_SE_l --> CO_A_p_SE_l + 4.0 PROTON_p_SE_l + Triacylglycerols_p_SE_l,0,50,0,0,0,0,0,0
DIACYLGLYCEROL_pr_CC_d,,,DIACYLGLYCEROL_p_CC_d <=> DIACYLGLYCEROL_r_CC_d,-10,10,0,0,0,0,0,0
DIACYLGLYCEROL_pr_CC_l,,,DIACYLGLYCEROL_p_CC_l <=> DIACYLGLYCEROL_r_CC_l,-10,10,0,0,0,0,0,0
DIACYLGLYCEROL_pr_MC_d,,,DIACYLGLYCEROL_p_MC_d <=> DIACYLGLYCEROL_r_MC_d,-1000,1000,0,0,0,0,0,0
DIACYLGLYCEROL_pr_MC_l,,,DIACYLGLYCEROL_p_MC_l <=> DIACYLGLYCEROL_r_MC_l,-1000,1000,0,0,0,0,0,0
DIACYLGLYCEROL_pr_pSE_d,,,DIACYLGLYCEROL_p_pSE_d <=> DIACYLGLYCEROL_r_pSE_d,-60,60,0,0,0,0,0,0
DIACYLGLYCEROL_pr_pSE_l,,,DIACYLGLYCEROL_p_pSE_l <=> DIACYLGLYCEROL_r_pSE_l,-60,60,0,0,0,0,0,0
DIACYLGLYCEROL_pr_SE_d,,,DIACYLGLYCEROL_p_SE_d <=> DIACYLGLYCEROL_r_SE_d,-50,50,0,0,0,0,0,0
DIACYLGLYCEROL_pr_SE_l,,,DIACYLGLYCEROL_p_SE_l <=> DIACYLGLYCEROL_r_SE_l,-50,50,0,0,0,0,0,0
DIAMINOPIMDECARB_RXN_p_CC_d,,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_CC_d + PROTON_p_CC_d --> CARBON_DIOXIDE_p_CC_d + LYS_p_CC_d,0,10,0,0,-3.83E-11,0,0,0
DIAMINOPIMDECARB_RXN_p_MC_d,,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_MC_d + PROTON_p_MC_d --> CARBON_DIOXIDE_p_MC_d + LYS_p_MC_d,0,1000,0,5.14E-11,-1.28E-09,0,0,0
DIAMINOPIMDECARB_RXN_p_MC_l,0.373725306,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_MC_l + PROTON_p_MC_l --> CARBON_DIOXIDE_p_MC_l + LYS_p_MC_l,0,1000,0,-2.47E-12,-2.02E-10,0,0,0
DIAMINOPIMDECARB_RXN_p_pSE_l,,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_pSE_l + PROTON_p_pSE_l --> CARBON_DIOXIDE_p_pSE_l + LYS_p_pSE_l,0,60,0,8.22E-12,-3.35E-11,0,0,0
DIAMINOPIMDECARB_RXN_p_SE_d,,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_SE_d + PROTON_p_SE_d --> CARBON_DIOXIDE_p_SE_d + LYS_p_SE_d,0,50,0,0,-3.83E-11,6.69E-05,0,0
DIAMINOPIMDECARB_RXN_p_SE_l,,lysinebiosynthesisVI,MESO_DIAMINOPIMELATE_p_SE_l + PROTON_p_SE_l --> CARBON_DIOXIDE_p_SE_l + LYS_p_SE_l,0,50,0,0,0.000121228,0,0,0
DIAMINOPIMEPIM_RXN_p_CC_d,,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_CC_d --> MESO_DIAMINOPIMELATE_p_CC_d,0,10,0,7.01E-11,-3.82E-11,0,0,0
DIAMINOPIMEPIM_RXN_p_MC_d,,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_MC_d --> MESO_DIAMINOPIMELATE_p_MC_d,0,1000,0,0,-1.19E-09,0,0,0
DIAMINOPIMEPIM_RXN_p_MC_l,0.373725306,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_MC_l --> MESO_DIAMINOPIMELATE_p_MC_l,0,1000,0,0,-1.32E-09,0,0,0
DIAMINOPIMEPIM_RXN_p_pSE_l,,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_pSE_l --> MESO_DIAMINOPIMELATE_p_pSE_l,0,60,0,0,-3.33E-11,0,0,0
DIAMINOPIMEPIM_RXN_p_SE_d,,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_SE_d --> MESO_DIAMINOPIMELATE_p_SE_d,0,50,0,0,-3.93E-11,6.69E-05,0,0
DIAMINOPIMEPIM_RXN_p_SE_l,,lysinebiosynthesisVI,LL_DIAMINOPIMELATE_p_SE_l --> MESO_DIAMINOPIMELATE_p_SE_l,0,50,0,0,0.000121228,0,0,0
DIHYDRODIPICSYN_RXN_p_CC_d,,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_CC_d + PYRUVATE_p_CC_d --> 2_3_DIHYDRODIPICOLINATE_p_CC_d + PROTON_p_CC_d + 2.0 WATER_p_CC_d,0,10,0,0,-3.87E-11,0,0,0
DIHYDRODIPICSYN_RXN_p_MC_d,,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_MC_d + PYRUVATE_p_MC_d --> 2_3_DIHYDRODIPICOLINATE_p_MC_d + PROTON_p_MC_d + 2.0 WATER_p_MC_d,0,1000,0,0,0,0,0,0
DIHYDRODIPICSYN_RXN_p_MC_l,0.373725306,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_MC_l + PYRUVATE_p_MC_l --> 2_3_DIHYDRODIPICOLINATE_p_MC_l + PROTON_p_MC_l + 2.0 WATER_p_MC_l,0,1000,0,0,-3.43E-09,0,0,0
DIHYDRODIPICSYN_RXN_p_pSE_l,0.017264693,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_pSE_l + PYRUVATE_p_pSE_l --> 2_3_DIHYDRODIPICOLINATE_p_pSE_l + PROTON_p_pSE_l + 2.0 WATER_p_pSE_l,0,60,0,0,-3.34E-11,0,0,0
DIHYDRODIPICSYN_RXN_p_SE_d,,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_SE_d + PYRUVATE_p_SE_d --> 2_3_DIHYDRODIPICOLINATE_p_SE_d + PROTON_p_SE_d + 2.0 WATER_p_SE_d,0,50,0,0,-1.06E-10,6.69E-05,0,0
DIHYDRODIPICSYN_RXN_p_SE_l,0.017264693,lysinebiosynthesisVI,L_ASPARTATE_SEMIALDEHYDE_p_SE_l + PYRUVATE_p_SE_l --> 2_3_DIHYDRODIPICOLINATE_p_SE_l + PROTON_p_SE_l + 2.0 WATER_p_SE_l,0,50,0,0,0.000121228,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_CC_d,,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_CC_d + NADPH_m_CC_d + PROTON_m_CC_d --> NADP_m_CC_d + THF_m_CC_d,0,10,0,0,0,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_CC_l,0.004399794,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_CC_l + NADPH_m_CC_l + PROTON_m_CC_l --> NADP_m_CC_l + THF_m_CC_l,0,10,0,0,1.11E-11,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_MC_d,,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_MC_d + NADPH_m_MC_d + PROTON_m_MC_d --> NADP_m_MC_d + THF_m_MC_d,0,1000,0,0,0,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_MC_l,0.373725306,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_MC_l + NADPH_m_MC_l + PROTON_m_MC_l --> NADP_m_MC_l + THF_m_MC_l,0,1000,0,0,0,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_pSE_d,,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_pSE_d + NADPH_m_pSE_d + PROTON_m_pSE_d --> NADP_m_pSE_d + THF_m_pSE_d,0,60,0,0,-7.99E-11,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_pSE_l,0.004399794,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_pSE_l + NADPH_m_pSE_l + PROTON_m_pSE_l --> NADP_m_pSE_l + THF_m_pSE_l,0,60,0,0,0,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_SE_d,,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_SE_d + NADPH_m_SE_d + PROTON_m_SE_d --> NADP_m_SE_d + THF_m_SE_d,0,50,0,6.77E-11,0,0,0,0
DIHYDROFOLATEREDUCT_RXN_m_SE_l,0.004399794,"formylTHFbiosynthesisI, tetrahydrofolatebiosynthesisII, formylTHFbiosynthesisII, tetrahydrofolatebiosynthesisI",DIHYDROFOLATE_m_SE_l + NADPH_m_SE_l + PROTON_m_SE_l --> NADP_m_SE_l + THF_m_SE_l,0,50,0,0,0,0,0,0
DIHYDROOROT_RXN_p_CC_d,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_CC_d + PROTON_p_CC_d --> DI_H_OROTATE_p_CC_d + WATER_p_CC_d,0,10,0,0,0,0,0,0
DIHYDROOROT_RXN_p_CC_l,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_CC_l + PROTON_p_CC_l --> DI_H_OROTATE_p_CC_l + WATER_p_CC_l,0,10,0,0,0,0,0,0
DIHYDROOROT_RXN_p_MC_d,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_MC_d + PROTON_p_MC_d --> DI_H_OROTATE_p_MC_d + WATER_p_MC_d,0,1000,0,0,0,0,0,0
DIHYDROOROT_RXN_p_MC_l,0.373725306,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_MC_l + PROTON_p_MC_l --> DI_H_OROTATE_p_MC_l + WATER_p_MC_l,0,1000,0,0,0,0,0,0
DIHYDROOROT_RXN_p_pSE_d,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_pSE_d + PROTON_p_pSE_d --> DI_H_OROTATE_p_pSE_d + WATER_p_pSE_d,0,60,0,0,0,0,0,0
DIHYDROOROT_RXN_p_pSE_l,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_pSE_l + PROTON_p_pSE_l --> DI_H_OROTATE_p_pSE_l + WATER_p_pSE_l,0,60,0,0,0,0,0,0
DIHYDROOROT_RXN_p_SE_d,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_SE_d + PROTON_p_SE_d --> DI_H_OROTATE_p_SE_d + WATER_p_SE_d,0,50,0,0,0,0,0,0
DIHYDROOROT_RXN_p_SE_l,,uridine-5&apos;-phosphatebiosynthesis,CARBAMYUL_L_ASPARTATE_p_SE_l + PROTON_p_SE_l --> DI_H_OROTATE_p_SE_l + WATER_p_SE_l,0,50,0,0,0,0,0,0
